-0.810,0.285,0,1,
-0.810,-0.128,0,1,
-0.814,-0.144,0,1,
-0.825,-0.155,0,1,
-0.850,-0.157,0,1,
-0.880,-0.155,0,1,
-0.896,-0.147,0,1,
-0.902,-0.132,0,1,
-0.902,0.285,0,1
-1,1,0,1
-0.645,0.285,0,1,
-0.645,-0.128,0,1,
-0.647,-0.144,0,1,
-0.659,-0.155,0,1,
-0.685,-0.158,0,1,
-0.722,-0.155,0,1,
-0.734,-0.147,0,1,
-0.740,-0.132,0,1,
-0.740,0.285,0,1
-1,1,0,1
-0.395,0.285,0,1,
-0.395,-0.128,0,1,
-0.399,-0.144,0,1,
-0.408,-0.155,0,1,
-0.425,-0.158,0,1,
-0.465,-0.155,0,1,
-0.481,-0.147,0,1,
-0.488,-0.132,0,1,
-0.488,0.285,0,1
-1,1,0,1
-0.235,0.285,0,1,
-0.235,-0.128,0,1,
-0.238,-0.144,0,1,
-0.252,-0.155,0,1,
-0.280,-0.158,0,1,
-0.310,-0.155,0,1,
-0.323,-0.147,0,1,
-0.331,-0.132,0,1,
-0.331,0.285,0,1
-1,1,0,1
-0.078,0.285,0,1,
-0.078,-0.128,0,1,
-0.080,-0.144,0,1,
-0.092,-0.154,0,1,
-0.120,-0.158,0,1,
-0.149,-0.155,0,1,
-0.163,-0.147,0,1,
-0.170,-0.132,0,1,
-0.170,0.285,0,1
-1,1,0,1
0.175,0.285,0,1,
0.175,-0.128,0,1,
0.172,-0.144,0,1,
0.158,-0.155,0,1,
0.130,-0.158,0,1,
0.103,-0.155,0,1,
0.088,-0.147,0,1,
0.082,-0.132,0,1,
0.082,0.285,0,1
-1,1,0,1
0.336,0.285,0,1,
0.336,-0.128,0,1,
0.333,-0.144,0,1,
0.319,-0.155,0,1,
0.295,-0.158,0,1,
0.263,-0.155,0,1,
0.249,-0.147,0,1,
0.245,-0.132,0,1,
0.245,0.285,0,1
-1,1,0,1
0.592,0.285,0,1,
0.592,-0.128,0,1,
0.589,-0.144,0,1,
0.580,-0.155,0,1,
0.550,-0.158,0,1,
0.523,-0.155,0,1,
0.508,-0.147,0,1,
0.502,-0.132,0,1,
0.502,0.285,0,1
-1,1,0,1
0.749,0.285,0,1,
0.749,-0.128,0,1,
0.747,-0.144,0,1,
0.734,-0.155,0,1,
0.700,-0.158,0,1,
0.676,-0.155,0,1,
0.664,-0.147,0,1,
0.655,-0.132,0,1,
0.655,0.285,0,1
-1,1,0,1
0.907,0.285,0,1,
0.907,-0.128,0,1,
0.905,-0.144,0,1,
0.894,-0.155,0,1,
0.860,-0.158,0,1,
0.830,-0.155,0,1,
0.821,-0.147,0,1,
0.815,-0.132,0,1,
0.815,0.285,0,1
